score_id,supplier_id,fiscal_year,quarter,otd_score,quality_score,cost_score,responsiveness_score,sustainability_score,composite_score,incidents_reported
SC001655,SUP0104,2022,3,88.59,88.35,71.49,67.83,99.5,84.11,2
SC001656,SUP0104,2022,4,64.29,87.16,89.35,92.44,70.32,79.58,0
SC001657,SUP0104,2023,1,63.42,97.69,74.07,71.55,86.62,78.96,4
SC001658,SUP0104,2023,2,80.84,85.68,82.98,68.06,56.12,78.97,0
SC001659,SUP0104,2023,3,87.68,89.31,97.67,97.44,69.7,89.34,5
SC001660,SUP0104,2023,4,95.8,93.96,78.77,67.21,83.92,87.8,2
SC001661,SUP0104,2024,1,57.37,89.05,79.92,84.85,53.19,73.71,0
SC001662,SUP0104,2024,2,96.64,97.95,94.99,96.12,94.86,96.47,1
SC001663,SUP0104,2024,3,71.83,96.53,90.48,69.79,64.29,82.01,4
SC001664,SUP0104,2024,4,65.01,85.51,73.24,98.07,72.23,76.83,3
SC001665,SUP0105,2021,1,66.8,91.7,82.02,94.4,85.21,81.91,5
SC001666,SUP0105,2021,2,59.19,99.74,95.51,73.79,78.47,82.01,0
SC001667,SUP0105,2021,3,69.51,89.0,93.95,66.53,53.75,78.37,2
SC001668,SUP0105,2021,4,61.02,86.99,96.37,96.32,66.86,80.0,1
SC001669,SUP0105,2022,1,61.43,94.27,73.19,96.13,80.15,78.98,5
SC001670,SUP0105,2022,2,60.72,99.27,87.02,66.46,88.21,80.87,0
SC001671,SUP0105,2022,3,76.18,86.23,82.82,75.4,85.18,81.35,5
SC001672,SUP0105,2022,4,59.22,94.88,85.4,74.54,88.97,79.66,4
SC001673,SUP0105,2023,1,61.91,92.07,91.87,74.71,65.67,78.61,5
SC001674,SUP0105,2023,2,79.5,87.19,86.19,92.3,57.21,82.2,5
SC001675,SUP0105,2023,3,87.83,94.86,84.74,71.18,83.55,87.23,3
SC001676,SUP0105,2023,4,63.7,95.55,97.29,77.14,84.08,83.36,4
SC001677,SUP0105,2024,1,71.91,87.03,99.2,61.83,99.05,83.61,2
SC001678,SUP0105,2024,2,74.25,92.49,86.43,64.56,97.4,83.5,4
SC001679,SUP0105,2024,3,79.05,95.9,97.81,89.32,86.45,89.62,0
SC001680,SUP0105,2024,4,68.88,96.3,72.17,98.07,52.75,79.07,5
SC001681,SUP0106,2021,1,77.67,99.72,89.96,90.04,99.37,90.15,0
SC001682,SUP0106,2021,2,57.37,88.09,72.3,86.76,81.32,74.91,2
SC001683,SUP0106,2021,3,62.84,88.42,81.9,74.58,86.55,77.87,4
SC001684,SUP0106,2021,4,58.56,93.75,76.34,90.79,61.47,76.19,5
SC001685,SUP0106,2022,1,58.14,97.45,87.18,67.98,53.58,76.27,2
SC001686,SUP0106,2022,2,65.48,99.78,88.73,93.84,78.43,84.55,4
SC001687,SUP0106,2022,3,86.7,98.54,85.42,80.38,50.59,85.75,5
SC001688,SUP0106,2022,4,59.32,93.72,75.8,91.93,97.8,80.05,4
SC001689,SUP0106,2023,1,89.73,95.18,76.8,60.18,74.23,84.27,4
SC001690,SUP0106,2023,2,65.68,90.09,88.93,73.27,99.63,81.81,4
SC001691,SUP0106,2023,3,83.14,99.76,83.21,92.99,54.86,86.3,3
SC001692,SUP0106,2023,4,62.45,94.81,82.69,94.81,79.15,81.11,1
SC001693,SUP0106,2024,1,99.17,90.88,98.89,61.0,99.41,92.83,5
SC001694,SUP0106,2024,2,58.65,93.67,96.54,75.78,90.83,81.67,5
SC001695,SUP0106,2024,3,58.87,86.3,85.22,64.46,86.36,75.68,3
SC001696,SUP0106,2024,4,69.69,95.08,88.11,79.09,95.16,84.48,0
SC001697,SUP0107,2021,1,66.57,89.87,89.17,68.56,95.58,81.18,5
SC001698,SUP0107,2021,2,58.75,89.86,89.64,75.47,56.81,75.74,1
SC001699,SUP0107,2021,3,63.51,96.39,76.77,75.24,73.36,78.18,4
SC001700,SUP0107,2021,4,94.41,86.71,72.51,72.34,50.22,81.09,0
SC001701,SUP0107,2022,1,73.71,90.25,70.35,96.6,51.79,78.1,5
SC001702,SUP0107,2022,2,76.46,94.12,78.95,76.64,74.09,82.04,4
SC001703,SUP0107,2022,3,65.23,86.92,91.38,96.9,76.43,81.25,3
SC001704,SUP0107,2022,4,99.96,99.72,96.98,65.39,56.86,91.53,0
SC001705,SUP0107,2023,1,91.06,92.7,93.93,89.81,62.52,89.15,1
SC001706,SUP0107,2023,2,56.9,87.19,88.43,89.66,71.78,77.06,4
SC001707,SUP0107,2023,3,86.98,99.58,73.98,97.13,76.91,88.17,2
SC001708,SUP0107,2023,4,90.41,99.11,97.85,86.27,59.42,90.99,1
SC001709,SUP0107,2024,1,99.03,91.4,94.08,71.65,82.27,91.34,0
SC001710,SUP0107,2024,2,97.82,94.46,98.79,67.23,72.17,91.38,2
SC001711,SUP0107,2024,3,67.29,88.14,87.95,82.25,96.22,82.07,0
SC001712,SUP0107,2024,4,55.72,98.1,82.04,63.81,67.43,75.68,1
SC001713,SUP0108,2021,1,97.34,90.42,70.81,85.43,95.51,88.58,1
SC001714,SUP0108,2021,2,70.51,97.19,99.89,73.04,98.0,87.39,0
SC001715,SUP0108,2021,3,81.79,85.99,74.61,80.1,59.77,79.24,5
SC001716,SUP0108,2021,4,80.44,87.4,82.52,76.33,54.36,79.93,2
SC001717,SUP0108,2022,1,85.65,99.53,84.36,83.8,72.26,88.03,5
SC001718,SUP0108,2022,2,57.75,85.77,73.66,67.12,87.88,73.29,5
SC001719,SUP0108,2022,3,94.06,97.87,86.75,75.94,73.19,89.84,0
SC001720,SUP0108,2022,4,86.28,99.38,80.6,70.5,54.21,84.29,0
SC001721,SUP0108,2023,1,72.17,96.7,94.3,85.75,87.07,86.8,2
SC001722,SUP0108,2023,2,64.57,94.65,89.65,80.41,60.98,79.83,2
SC001723,SUP0108,2023,3,67.92,91.86,81.2,62.88,90.95,79.56,1
SC001724,SUP0108,2023,4,86.18,88.66,88.66,90.27,99.77,89.19,3
SC001725,SUP0108,2024,1,77.44,86.08,92.13,72.94,98.22,84.6,0
SC001726,SUP0108,2024,2,68.22,87.81,80.74,69.85,85.38,78.48,5
SC001727,SUP0108,2024,3,88.62,99.56,81.78,61.88,81.56,87.15,3
SC001728,SUP0108,2024,4,75.3,95.74,81.91,89.99,78.7,84.56,4
SC001729,SUP0109,2021,1,72.09,86.35,96.25,61.99,62.27,79.21,0
SC001730,SUP0109,2021,2,60.59,98.12,83.42,79.03,87.73,80.97,0
SC001731,SUP0109,2021,3,80.68,89.02,89.39,97.48,98.98,88.43,4
SC001732,SUP0109,2021,4,66.84,93.87,80.42,91.48,56.07,79.05,1
SC001733,SUP0109,2022,1,93.58,95.6,89.05,76.4,88.1,91.01,2
SC001734,SUP0109,2022,2,75.49,93.66,96.85,77.19,73.61,85.19,5
SC001735,SUP0109,2022,3,59.98,94.94,74.57,79.04,81.96,77.49,2
SC001736,SUP0109,2022,4,91.16,91.12,99.65,73.12,71.66,89.09,0
SC001737,SUP0109,2023,1,69.29,97.15,93.38,79.7,99.76,86.55,4
SC001738,SUP0109,2023,2,59.77,89.87,94.75,74.62,93.71,80.67,4
SC001739,SUP0109,2023,3,90.49,92.86,77.04,70.32,79.84,85.43,0
SC001740,SUP0109,2023,4,85.42,89.29,80.47,78.57,69.62,83.33,0
SC001741,SUP0109,2024,1,86.08,91.2,71.18,77.2,70.08,82.15,4
SC001742,SUP0109,2024,2,70.83,94.51,75.11,96.69,95.39,83.83,5
SC001743,SUP0109,2024,3,75.1,92.48,83.57,98.29,56.95,82.51,3
SC001744,SUP0109,2024,4,87.87,99.29,87.01,89.33,99.05,92.39,4
SC001745,SUP0110,2021,1,61.83,98.21,72.63,69.54,59.17,75.41,2
SC001746,SUP0110,2021,2,91.05,87.15,78.07,74.43,80.2,84.54,0
SC001747,SUP0110,2021,3,83.83,96.35,85.97,82.08,84.81,87.94,4
SC001748,SUP0110,2021,4,70.52,90.65,90.95,98.9,69.8,83.41,4
SC001749,SUP0110,2022,1,97.59,86.68,90.04,60.91,95.41,88.92,3
SC001750,SUP0110,2022,2,55.09,91.08,93.98,88.13,72.69,78.73,2
SC001751,SUP0110,2022,3,56.83,95.65,91.03,99.06,84.08,82.26,1
SC001752,SUP0110,2022,4,68.58,99.02,80.0,88.63,64.07,81.55,3
SC001753,SUP0110,2023,1,87.59,94.39,72.6,92.32,77.11,86.06,0
SC001754,SUP0110,2023,2,88.57,98.3,89.73,89.9,91.83,92.18,2
SC001755,SUP0110,2023,3,92.66,89.91,72.99,82.15,58.21,83.41,0
SC001756,SUP0110,2023,4,60.33,94.73,80.84,64.02,84.04,77.49,1
SC001757,SUP0110,2024,1,64.81,90.94,90.31,60.73,62.96,77.16,2
SC001758,SUP0110,2024,2,94.28,92.32,98.01,91.86,68.24,91.59,4
SC001759,SUP0110,2024,3,87.75,93.42,76.75,72.64,87.56,85.72,0
SC001760,SUP0110,2024,4,89.23,92.46,84.81,99.18,86.43,90.03,3
SC001761,SUP0111,2021,1,88.35,95.65,83.11,83.59,62.4,86.42,4
SC001762,SUP0111,2021,2,80.8,98.63,82.39,76.96,88.48,86.85,5
SC001763,SUP0111,2021,3,71.72,93.92,89.62,71.37,61.65,80.92,4
SC001764,SUP0111,2021,4,68.69,85.27,92.45,76.02,79.91,80.27,0
SC001765,SUP0111,2022,1,89.24,96.04,95.96,69.36,69.09,88.62,4
SC001766,SUP0111,2022,2,67.33,98.61,94.01,63.43,98.93,84.82,5
SC001767,SUP0111,2022,3,77.08,96.03,85.45,90.22,74.78,85.52,3
SC001768,SUP0111,2022,4,92.64,90.41,71.49,63.6,91.15,84.69,1
SC001769,SUP0111,2023,1,87.46,86.66,92.83,88.72,98.24,89.5,5
SC001770,SUP0111,2023,2,96.83,99.45,87.07,67.18,71.0,90.12,0
SC001771,SUP0111,2023,3,75.3,89.35,81.87,95.17,87.82,84.07,2
SC001772,SUP0111,2023,4,75.12,88.62,91.33,65.01,90.42,82.93,2
SC001773,SUP0111,2024,1,63.24,96.45,72.4,60.98,97.37,78.22,0
SC001774,SUP0111,2024,2,80.66,94.63,84.19,93.9,75.97,86.41,5
SC001775,SUP0111,2024,3,68.62,96.23,95.17,68.05,83.81,83.68,1
SC001776,SUP0111,2024,4,81.33,87.52,75.58,83.86,98.57,84.01,1
SC001777,SUP0112,2021,1,90.77,88.52,80.76,76.94,55.94,83.23,3
SC001778,SUP0112,2021,2,71.45,96.81,75.18,85.92,52.23,79.33,2
SC001779,SUP0112,2021,3,77.72,94.87,91.3,96.19,94.96,89.15,5
SC001780,SUP0112,2021,4,76.7,98.25,91.47,67.99,52.0,82.78,5
SC001781,SUP0112,2022,1,62.78,99.86,90.58,72.12,55.54,79.67,1
SC001782,SUP0112,2022,2,84.03,99.59,75.5,79.7,63.63,84.52,1
SC001783,SUP0112,2022,3,86.31,93.43,73.8,82.69,56.88,82.64,4
SC001784,SUP0112,2022,4,68.72,96.35,90.72,76.57,51.24,80.45,2
SC001785,SUP0112,2023,1,62.27,86.63,75.85,76.27,71.02,74.57,0
SC001786,SUP0112,2023,2,91.34,90.34,81.28,90.71,70.78,86.91,4
SC001787,SUP0112,2023,3,86.99,92.88,91.82,70.64,92.77,88.67,0
SC001788,SUP0112,2023,4,69.21,95.42,72.21,72.08,91.04,80.14,5
SC001789,SUP0112,2024,1,98.95,95.9,92.4,84.37,77.64,93.14,3
SC001790,SUP0112,2024,2,70.09,92.51,88.6,94.45,55.83,81.53,3
SC001791,SUP0112,2024,3,60.91,96.33,87.93,75.82,52.58,77.6,4
SC001792,SUP0112,2024,4,63.51,93.31,76.92,61.66,99.83,78.58,1
SC001793,SUP0113,2021,1,75.27,87.14,73.86,63.09,52.04,75.01,4
SC001794,SUP0113,2021,2,73.51,90.27,76.3,85.85,80.75,81.05,2
SC001795,SUP0113,2021,3,73.16,93.12,73.47,74.18,86.58,80.65,5
SC001796,SUP0113,2021,4,81.98,86.43,87.88,61.97,80.22,82.32,2
SC001797,SUP0113,2022,1,76.25,94.0,70.17,82.53,89.4,82.3,5
SC001798,SUP0113,2022,2,90.66,87.41,70.26,95.09,71.65,84.15,5
SC001799,SUP0113,2022,3,84.26,91.83,99.99,68.54,60.35,85.71,0
SC001800,SUP0113,2022,4,72.11,91.72,93.37,69.0,80.77,82.8,3
SC001801,SUP0113,2023,1,88.53,98.01,92.64,95.42,75.02,91.53,3
SC001802,SUP0113,2023,2,75.7,97.47,77.58,62.38,51.8,78.88,1
SC001803,SUP0113,2023,3,90.05,93.77,90.96,69.93,87.55,89.09,5
SC001804,SUP0113,2023,4,83.54,94.85,90.02,61.81,73.48,85.05,1
SC001805,SUP0113,2024,1,62.09,85.06,89.0,89.79,74.02,78.33,4
SC001806,SUP0113,2024,2,83.45,88.21,96.44,73.68,65.41,84.69,2
SC001807,SUP0113,2024,3,79.48,85.24,93.18,97.22,53.91,83.17,2
SC001808,SUP0113,2024,4,84.85,88.63,84.68,94.8,73.67,85.83,4
SC001809,SUP0114,2021,1,69.16,91.22,70.07,67.37,64.14,75.28,2
SC001810,SUP0114,2021,2,99.04,87.22,75.93,88.84,80.89,88.04,0
SC001811,SUP0114,2021,3,73.47,86.92,74.2,90.14,94.7,81.44,0
SC001812,SUP0114,2021,4,94.87,87.22,79.46,81.08,64.76,85.1,0
SC001813,SUP0114,2022,1,61.02,99.6,90.62,99.74,89.4,85.22,4
SC001814,SUP0114,2022,2,79.65,93.89,73.65,74.8,54.85,79.76,4
SC001815,SUP0114,2022,3,75.59,98.72,97.17,90.32,91.33,89.89,1
SC001816,SUP0114,2022,4,84.48,92.61,82.11,94.2,73.34,86.3,1
SC001817,SUP0114,2023,1,68.25,89.43,76.01,63.7,60.97,74.97,4
SC001818,SUP0114,2023,2,91.38,99.31,89.26,67.19,67.93,88.57,4
SC001819,SUP0114,2023,3,99.98,87.55,83.03,61.83,83.11,87.36,3
SC001820,SUP0114,2023,4,55.11,96.6,75.57,80.39,94.62,78.13,3
SC001821,SUP0114,2024,1,87.08,98.36,78.57,95.75,56.16,86.54,3
SC001822,SUP0114,2024,2,77.72,89.87,99.58,63.1,53.55,81.86,1
SC001823,SUP0114,2024,3,57.65,86.02,73.21,81.18,50.12,70.87,5
SC001824,SUP0114,2024,4,66.87,92.84,77.08,88.45,95.95,81.77,3
SC001825,SUP0115,2021,1,88.11,86.59,72.61,88.04,53.14,81.05,1
SC001826,SUP0115,2021,2,73.38,94.83,76.58,73.92,76.89,80.86,4
SC001827,SUP0115,2021,3,93.18,93.38,86.78,95.15,72.55,90.09,4
SC001828,SUP0115,2021,4,72.22,97.17,71.39,66.89,61.43,77.93,2
SC001829,SUP0115,2022,1,55.64,85.94,79.44,75.8,69.04,72.85,5
SC001830,SUP0115,2022,2,70.29,91.95,77.64,62.24,83.35,78.76,4
SC001831,SUP0115,2022,3,83.04,92.84,99.47,72.78,74.84,87.42,4
SC001832,SUP0115,2022,4,70.49,92.64,74.4,75.46,54.25,76.79,4
SC001833,SUP0115,2023,1,88.53,89.3,95.92,73.91,65.1,86.43,1
SC001834,SUP0115,2023,2,72.78,94.62,88.94,62.12,98.9,84.11,0
SC001835,SUP0115,2023,3,90.98,95.03,92.96,74.56,67.93,88.64,4
SC001836,SUP0115,2023,4,75.57,87.68,83.73,96.94,76.66,83.08,2
SC001837,SUP0115,2024,1,91.23,90.02,74.58,95.46,55.61,84.4,2
SC001838,SUP0115,2024,2,93.11,92.16,79.15,85.76,56.39,85.63,4
SC001839,SUP0115,2024,3,86.29,88.78,73.87,75.1,96.54,84.46,0
SC001840,SUP0115,2024,4,67.5,88.6,83.27,71.06,97.1,80.3,5
SC001841,SUP0116,2021,1,58.81,85.76,97.56,64.32,89.76,78.29,0
SC001842,SUP0116,2021,2,76.31,97.3,90.11,78.08,93.04,87.22,3
SC001843,SUP0116,2021,3,77.03,88.26,89.37,72.81,82.1,82.95,0
SC001844,SUP0116,2021,4,64.17,98.69,94.89,92.36,75.76,84.65,3
SC001845,SUP0116,2022,1,58.9,92.77,75.58,77.87,65.98,75.0,2
SC001846,SUP0116,2022,2,64.6,85.88,74.23,93.9,54.22,74.8,2
SC001847,SUP0116,2022,3,84.06,85.71,73.73,78.12,71.28,80.62,3
SC001848,SUP0116,2022,4,64.54,85.61,89.3,83.41,94.53,80.7,1
SC001849,SUP0116,2023,1,96.36,98.44,82.89,62.66,57.64,87.05,1
SC001850,SUP0116,2023,2,98.62,89.54,93.89,96.6,50.77,89.96,3
SC001851,SUP0116,2023,3,63.21,87.38,96.69,76.37,93.22,81.47,3
SC001852,SUP0116,2023,4,90.14,93.61,71.46,94.09,65.89,85.42,2
SC001853,SUP0116,2024,1,84.06,86.07,90.19,63.96,61.75,81.65,1
SC001854,SUP0116,2024,2,78.39,91.02,98.81,79.47,91.44,87.68,5
SC001855,SUP0116,2024,3,73.0,99.81,73.88,94.98,95.97,85.71,0
SC001856,SUP0116,2024,4,98.85,89.1,88.15,85.73,99.1,92.5,5
SC001857,SUP0117,2021,1,78.55,86.04,82.13,70.77,68.1,79.69,4
SC001858,SUP0117,2021,2,65.84,94.57,70.3,69.19,67.37,75.84,5
SC001859,SUP0117,2021,3,67.08,97.38,84.91,62.98,96.18,82.24,1
SC001860,SUP0117,2021,4,93.86,97.0,76.09,62.46,56.65,84.39,2
SC001861,SUP0117,2022,1,75.51,88.33,75.44,65.62,54.69,76.27,1
SC001862,SUP0117,2022,2,74.33,90.36,70.43,66.89,73.31,77.51,2
SC001863,SUP0117,2022,3,91.33,94.53,77.86,90.44,90.32,89.41,3
SC001864,SUP0117,2022,4,80.05,99.53,77.22,99.22,67.45,85.98,3
SC001865,SUP0117,2023,1,84.66,99.46,74.53,95.65,64.51,86.16,0
SC001866,SUP0117,2023,2,55.59,87.34,72.17,98.27,93.64,76.5,1
SC001867,SUP0117,2023,3,68.37,91.91,73.63,88.75,51.08,76.79,3
SC001868,SUP0117,2023,4,86.4,91.06,92.7,94.66,80.76,89.32,5
SC001869,SUP0117,2024,1,59.87,99.53,75.76,98.18,58.78,78.67,4
SC001870,SUP0117,2024,2,78.07,94.3,77.04,89.64,92.83,85.37,4
SC001871,SUP0117,2024,3,91.52,94.14,73.61,73.55,65.92,84.37,5
SC001872,SUP0117,2024,4,93.74,87.74,89.59,87.08,65.65,87.63,4
SC001873,SUP0118,2021,1,65.14,87.51,73.29,85.79,56.95,74.73,0
SC001874,SUP0118,2021,2,59.17,95.2,73.28,98.19,57.08,76.49,4
SC001875,SUP0118,2021,3,63.03,88.3,75.56,90.55,90.66,78.63,2
SC001876,SUP0118,2021,4,85.85,87.27,78.43,60.67,60.81,79.77,5
SC001877,SUP0118,2022,1,75.79,89.76,98.26,94.24,52.52,83.99,4
SC001878,SUP0118,2022,2,66.35,94.63,70.2,93.72,74.38,79.14,2
SC001879,SUP0118,2022,3,69.77,91.08,92.16,65.08,57.73,78.97,5
SC001880,SUP0118,2022,4,96.87,98.17,80.76,92.86,64.93,90.44,5
SC001881,SUP0118,2023,1,86.5,97.72,76.32,99.2,96.92,90.14,4
SC001882,SUP0118,2023,2,75.36,97.83,92.48,84.25,98.28,88.71,2
SC001883,SUP0118,2023,3,87.24,87.08,81.06,83.09,60.9,82.91,5
SC001884,SUP0118,2023,4,93.79,93.46,85.39,70.24,85.7,88.85,5
SC001885,SUP0118,2024,1,67.35,93.99,79.44,94.68,81.74,81.93,3
SC001886,SUP0118,2024,2,90.74,96.11,72.69,97.21,75.78,87.89,2
SC001887,SUP0118,2024,3,90.32,99.32,77.96,79.79,62.34,86.7,4
SC001888,SUP0118,2024,4,82.8,89.37,72.82,66.9,81.99,81.1,0
SC001889,SUP0119,2021,1,80.14,87.14,93.91,72.47,97.86,86.0,1
SC001890,SUP0119,2021,2,79.74,85.09,71.81,90.01,57.36,78.55,4
SC001891,SUP0119,2021,3,97.55,93.52,73.02,71.89,82.28,87.34,0
SC001892,SUP0119,2021,4,92.89,97.23,84.65,62.17,52.6,85.44,0
SC001893,SUP0119,2022,1,74.04,89.17,82.19,88.36,81.33,82.37,4
SC001894,SUP0119,2022,2,92.04,95.66,83.03,99.75,65.38,89.43,5
SC001895,SUP0119,2022,3,71.0,89.02,91.06,83.19,64.53,80.99,0
SC001896,SUP0119,2022,4,98.06,95.59,85.29,92.23,75.49,91.93,3
SC001897,SUP0119,2023,1,63.1,91.04,90.32,92.75,69.78,80.56,3
SC001898,SUP0119,2023,2,66.19,99.92,71.97,79.29,72.07,79.36,4
SC001899,SUP0119,2023,3,60.68,89.47,96.51,65.63,94.01,80.31,3
SC001900,SUP0119,2023,4,89.78,88.77,88.8,64.88,75.93,85.41,1
SC001901,SUP0119,2024,1,96.56,89.0,97.35,93.73,89.94,93.51,1
SC001902,SUP0119,2024,2,90.17,92.79,87.8,85.54,54.09,86.41,2
SC001903,SUP0119,2024,3,77.81,87.31,77.75,79.6,99.64,83.01,3
SC001904,SUP0119,2024,4,88.36,99.79,89.11,68.78,84.05,89.55,1
SC001905,SUP0120,2021,1,61.44,86.94,91.32,71.48,67.78,76.7,2
SC001906,SUP0120,2021,2,92.05,91.67,83.64,87.01,74.14,87.96,0
SC001907,SUP0120,2021,3,73.89,88.59,80.2,83.16,61.68,79.27,2
SC001908,SUP0120,2021,4,69.9,90.76,86.58,89.16,93.96,83.83,0
SC001909,SUP0120,2022,1,85.43,85.26,93.49,97.21,53.18,84.94,3
SC001910,SUP0120,2022,2,89.44,93.28,96.0,62.64,66.46,86.93,3
SC001911,SUP0120,2022,3,95.77,88.14,82.61,78.92,85.87,88.17,4
SC001912,SUP0120,2022,4,66.32,98.19,80.53,62.3,63.35,78.02,1
SC001913,SUP0120,2023,1,62.0,90.61,71.51,98.22,54.76,75.38,2
SC001914,SUP0120,2023,2,84.34,97.03,93.66,84.73,73.23,88.94,5
SC001915,SUP0120,2023,3,82.18,96.23,90.94,66.24,79.6,86.29,5
SC001916,SUP0120,2023,4,76.29,88.67,75.32,93.24,71.64,81.04,3
SC001917,SUP0120,2024,1,56.83,86.8,92.39,61.56,51.75,72.9,4
SC001918,SUP0120,2024,2,88.2,89.75,80.96,80.51,95.44,87.17,5
SC001919,SUP0120,2024,3,89.11,90.98,81.82,89.08,93.7,88.67,5
SC001920,SUP0120,2024,4,83.28,94.54,81.98,70.22,91.68,85.93,0
