po_id,supplier_id,product_id,plant_id,order_date,fiscal_year,fiscal_month,scheduled_delivery,actual_delivery,delay_days,quantity_ordered,unit_price_usd,total_value_usd,status,defect_rate_pct,on_time_delivery
PO000654,SUP0117,PRD0035,PLT007,2024-10-06,2024,10,2024-11-14,2024-11-14,0,4418,264.02,1166440.36,Delivered,0.75,Y
PO000655,SUP0053,PRD0041,PLT005,2021-11-13,2021,11,2021-12-13,2021-12-13,0,1752,1483.34,2598811.68,Delivered,1.14,Y
PO000656,SUP0008,PRD0039,PLT003,2023-06-16,2023,6,2023-06-27,2023-06-27,0,4572,220.39,1007623.08,Delivered,3.83,Y
PO000657,SUP0054,PRD0001,PLT006,2022-01-14,2022,1,2022-02-12,2022-02-13,1,4489,96.36,432560.04,Delivered,7.1,N
PO000658,SUP0109,PRD0008,PLT003,2021-01-17,2021,1,2021-02-22,2021-02-22,0,3586,63.88,229073.68,Delayed,4.65,Y
PO000659,SUP0109,PRD0031,PLT004,2023-03-12,2023,3,2023-04-17,2023-04-28,11,2069,1348.47,2789984.43,In Transit,5.26,N
PO000660,SUP0089,PRD0039,PLT007,2023-01-26,2023,1,2023-02-14,2023-02-14,0,2536,341.61,866322.96,Delivered,0.49,Y
PO000661,SUP0084,PRD0008,PLT001,2022-05-19,2022,5,2022-06-07,2022-06-07,0,4967,491.23,2439939.41,Delivered,7.97,Y
PO000662,SUP0112,PRD0056,PLT008,2021-06-20,2021,6,2021-07-19,2021-07-19,0,3711,542.2,2012104.2,In Transit,7.61,Y
PO000663,SUP0043,PRD0026,PLT003,2023-01-18,2023,1,2023-02-02,2023-02-02,0,4163,1647.01,6856502.63,In Transit,4.41,Y
PO000664,SUP0037,PRD0020,PLT008,2023-01-20,2023,1,2023-02-13,2023-03-15,30,1275,708.09,902814.75,Partial,4.98,N
PO000665,SUP0070,PRD0039,PLT007,2023-04-27,2023,4,2023-05-19,2023-05-19,0,1593,443.02,705730.86,Cancelled,4.6,Y
PO000666,SUP0112,PRD0038,PLT003,2024-01-03,2024,1,2024-02-01,2024-02-01,0,380,459.68,174678.4,In Transit,2.75,Y
PO000667,SUP0075,PRD0021,PLT002,2024-03-02,2024,3,2024-04-10,2024-04-10,0,335,475.82,159399.7,Delayed,5.1,Y
PO000668,SUP0028,PRD0036,PLT003,2024-12-15,2024,12,2025-01-26,2025-02-24,29,3116,1069.93,3333901.88,Cancelled,6.81,N
PO000669,SUP0087,PRD0023,PLT007,2023-07-06,2023,7,2023-08-07,2023-08-30,23,2264,207.63,470074.32,In Transit,3.97,N
PO000670,SUP0052,PRD0040,PLT005,2021-10-24,2021,10,2021-12-08,2021-12-20,12,2657,266.16,707187.12,Delivered,2.62,N
PO000671,SUP0083,PRD0045,PLT008,2022-01-20,2022,1,2022-02-06,2022-02-06,0,1779,1808.89,3218015.31,Delivered,0.24,Y
PO000672,SUP0004,PRD0006,PLT006,2023-02-12,2023,2,2023-03-22,2023-03-22,0,4276,95.93,410196.68,Delayed,6.21,Y
PO000673,SUP0090,PRD0041,PLT008,2022-09-08,2022,9,2022-09-24,2022-09-24,0,4515,906.05,4090815.75,In Transit,3.07,Y
PO000674,SUP0110,PRD0025,PLT005,2022-11-08,2022,11,2022-11-27,2022-11-27,0,724,1913.17,1385135.08,Partial,5.57,Y
PO000675,SUP0045,PRD0021,PLT008,2024-08-26,2024,8,2024-09-12,2024-09-12,0,444,1503.72,667651.68,In Transit,7.28,Y
PO000676,SUP0035,PRD0010,PLT002,2022-01-11,2022,1,2022-01-14,2022-01-12,-2,820,553.4,453788.0,Delayed,7.97,Y
PO000677,SUP0091,PRD0022,PLT001,2022-09-06,2022,9,2022-09-30,2022-09-30,0,3693,703.98,2599798.14,Delayed,6.68,Y
PO000678,SUP0014,PRD0024,PLT003,2024-07-08,2024,7,2024-07-31,2024-08-14,14,858,845.96,725833.68,Delivered,0.28,N
PO000679,SUP0117,PRD0059,PLT005,2023-01-13,2023,1,2023-02-21,2023-02-21,0,1629,578.35,942132.15,Cancelled,2.61,Y
PO000680,SUP0046,PRD0047,PLT001,2022-11-16,2022,11,2022-12-12,2022-12-12,0,713,268.3,191297.9,Delayed,5.26,Y
PO000681,SUP0011,PRD0056,PLT003,2021-03-17,2021,3,2021-04-10,2021-04-10,0,2385,73.21,174605.85,Delivered,0.24,Y
PO000682,SUP0052,PRD0040,PLT003,2021-11-07,2021,11,2021-12-22,2021-12-22,0,449,878.46,394428.54,Delivered,0.35,Y
PO000683,SUP0022,PRD0037,PLT004,2023-08-02,2023,8,2023-08-29,2023-09-20,22,2784,1565.24,4357628.16,Delayed,2.48,N
PO000684,SUP0116,PRD0055,PLT001,2023-02-12,2023,2,2023-02-16,2023-02-16,0,2723,1240.42,3377663.66,Delivered,7.79,Y
PO000685,SUP0041,PRD0001,PLT006,2024-05-04,2024,5,2024-06-03,2024-06-03,0,1203,298.42,358999.26,Delayed,7.7,Y
PO000686,SUP0036,PRD0005,PLT007,2022-08-14,2022,8,2022-09-13,2022-09-13,0,4153,1977.81,8213844.93,Delivered,2.44,Y
PO000687,SUP0100,PRD0053,PLT007,2021-06-27,2021,6,2021-07-05,2021-07-14,9,1676,600.48,1006404.48,Delivered,7.05,N
PO000688,SUP0100,PRD0012,PLT005,2022-02-09,2022,2,2022-02-17,2022-02-17,0,4426,1522.92,6740443.92,Delivered,5.62,Y
PO000689,SUP0088,PRD0027,PLT003,2024-11-27,2024,11,2024-12-07,2024-12-07,0,463,1517.25,702486.75,Partial,0.1,Y
PO000690,SUP0029,PRD0054,PLT007,2024-10-20,2024,10,2024-11-01,2024-11-01,0,4931,1827.91,9013424.21,Delivered,0.79,Y
PO000691,SUP0008,PRD0007,PLT004,2023-07-13,2023,7,2023-07-24,2023-07-22,-2,4412,1287.5,5680450.0,Delivered,3.6,Y
PO000692,SUP0041,PRD0010,PLT002,2022-10-06,2022,10,2022-11-05,2022-11-05,0,1679,521.33,875313.07,Delayed,0.03,Y
PO000693,SUP0106,PRD0044,PLT005,2023-02-09,2023,2,2023-03-03,2023-03-11,8,4280,1496.15,6403522.0,Delivered,7.77,N
PO000694,SUP0051,PRD0017,PLT007,2022-12-08,2022,12,2023-01-18,2023-01-18,0,1143,1568.37,1792646.91,In Transit,7.63,Y
PO000695,SUP0064,PRD0012,PLT001,2022-06-09,2022,6,2022-06-21,2022-06-21,0,3218,1162.62,3741311.16,Partial,2.67,Y
PO000696,SUP0096,PRD0012,PLT002,2021-12-27,2021,12,2022-01-06,2022-01-06,0,1461,1397.29,2041440.69,Delivered,2.27,Y
PO000697,SUP0047,PRD0019,PLT006,2024-02-05,2024,2,2024-02-25,2024-03-08,12,4259,1672.69,7123986.71,Delayed,6.67,N
PO000698,SUP0037,PRD0009,PLT002,2023-07-04,2023,7,2023-07-28,2023-07-28,0,3125,182.0,568750.0,Cancelled,3.04,Y
PO000699,SUP0083,PRD0008,PLT007,2023-03-08,2023,3,2023-03-25,2023-03-25,0,404,286.01,115548.04,Delayed,2.18,Y
PO000700,SUP0066,PRD0007,PLT008,2021-11-16,2021,11,2021-12-19,2021-12-19,0,3605,542.52,1955784.6,Delivered,2.74,Y
PO000701,SUP0026,PRD0045,PLT006,2021-10-11,2021,10,2021-10-31,2021-11-15,15,2537,1415.16,3590260.92,Delivered,0.9,N
PO000702,SUP0085,PRD0026,PLT005,2022-01-01,2022,1,2022-01-14,2022-01-24,10,1105,1608.47,1777359.35,Delivered,1.12,N
PO000703,SUP0076,PRD0031,PLT003,2023-07-19,2023,7,2023-07-24,2023-07-24,0,307,528.97,162393.79,Cancelled,7.61,Y
PO000704,SUP0092,PRD0018,PLT007,2022-12-09,2022,12,2022-12-30,2022-12-30,0,637,1367.89,871345.93,Cancelled,6.26,Y
PO000705,SUP0034,PRD0001,PLT005,2024-05-05,2024,5,2024-05-22,2024-05-22,0,4902,58.18,285198.36,Delivered,6.5,Y
PO000706,SUP0031,PRD0019,PLT003,2021-03-25,2021,3,2021-04-22,2021-05-08,16,4126,1481.7,6113494.2,Delivered,1.92,N
PO000707,SUP0044,PRD0055,PLT004,2023-03-06,2023,3,2023-04-02,2023-04-02,0,451,561.7,253326.7,In Transit,1.55,Y
PO000708,SUP0115,PRD0045,PLT005,2021-01-09,2021,1,2021-01-20,2021-01-20,0,1540,600.49,924754.6,Delivered,3.16,Y
PO000709,SUP0117,PRD0004,PLT003,2021-10-23,2021,10,2021-12-01,2021-12-23,22,1513,127.49,192892.37,In Transit,7.65,N
PO000710,SUP0099,PRD0039,PLT007,2021-06-17,2021,6,2021-07-12,2021-07-12,0,1502,998.0,1498996.0,Partial,5.53,Y
PO000711,SUP0069,PRD0045,PLT006,2023-12-18,2023,12,2024-02-01,2024-02-01,0,2569,774.89,1990692.41,Delivered,4.07,Y
PO000712,SUP0096,PRD0059,PLT007,2021-04-09,2021,4,2021-04-19,2021-04-19,0,1456,1924.14,2801547.84,Delivered,0.37,Y
PO000713,SUP0056,PRD0038,PLT002,2023-02-08,2023,2,2023-03-11,2023-03-11,0,1977,1108.89,2192275.53,Cancelled,5.27,Y
PO000714,SUP0077,PRD0042,PLT008,2024-03-19,2024,3,2024-03-27,2024-03-23,-4,1758,1406.87,2473277.46,Delayed,0.86,Y
PO000715,SUP0070,PRD0055,PLT001,2024-04-09,2024,4,2024-05-01,2024-05-23,22,588,1882.32,1106804.16,Delivered,3.65,N
PO000716,SUP0034,PRD0027,PLT002,2022-09-01,2022,9,2022-09-18,2022-09-18,0,927,418.91,388329.57,In Transit,7.72,Y
PO000717,SUP0087,PRD0055,PLT005,2024-06-17,2024,6,2024-07-19,2024-07-19,0,4348,1876.07,8157152.36,Cancelled,0.1,Y
PO000718,SUP0076,PRD0053,PLT005,2023-12-02,2023,12,2023-12-07,2023-12-07,0,1975,1124.85,2221578.75,Cancelled,7.2,Y
PO000719,SUP0003,PRD0056,PLT001,2024-09-27,2024,9,2024-11-05,2024-11-23,18,506,895.16,452950.96,Delivered,5.19,N
PO000720,SUP0120,PRD0024,PLT007,2024-02-19,2024,2,2024-03-29,2024-03-29,0,640,409.18,261875.2,In Transit,6.2,Y
PO000721,SUP0106,PRD0022,PLT003,2021-11-14,2021,11,2021-12-06,2021-12-28,22,2570,1493.07,3837189.9,In Transit,1.81,N
PO000722,SUP0090,PRD0030,PLT007,2024-02-03,2024,2,2024-02-19,2024-02-29,10,4031,1051.81,4239846.11,In Transit,2.51,N
PO000723,SUP0001,PRD0018,PLT007,2023-01-26,2023,1,2023-02-06,2023-02-06,0,4502,109.54,493149.08,Delivered,5.48,Y
PO000724,SUP0018,PRD0014,PLT004,2024-11-25,2024,11,2024-12-14,2024-12-14,0,3027,1895.34,5737194.18,Delivered,0.93,Y
PO000725,SUP0111,PRD0049,PLT008,2022-01-18,2022,1,2022-02-28,2022-02-28,0,2705,783.04,2118123.2,In Transit,4.39,Y
PO000726,SUP0106,PRD0020,PLT007,2024-12-07,2024,12,2024-12-29,2024-12-29,0,194,1908.27,370204.38,Cancelled,1.62,Y
PO000727,SUP0014,PRD0020,PLT006,2024-04-05,2024,4,2024-04-28,2024-04-28,0,3284,472.12,1550442.08,Delivered,6.11,Y
PO000728,SUP0059,PRD0024,PLT001,2021-05-17,2021,5,2021-05-25,2021-05-25,0,1322,1867.78,2469205.16,Cancelled,0.75,Y
PO000729,SUP0080,PRD0051,PLT006,2021-10-24,2021,10,2021-11-13,2021-11-13,0,153,574.8,87944.4,Delayed,6.74,Y
PO000730,SUP0078,PRD0038,PLT007,2021-10-18,2021,10,2021-10-22,2021-10-22,0,2671,1151.82,3076511.22,Delivered,3.8,Y
PO000731,SUP0098,PRD0037,PLT008,2021-07-19,2021,7,2021-08-28,2021-09-21,24,2798,745.67,2086384.66,Delayed,7.16,N
PO000732,SUP0090,PRD0048,PLT006,2022-01-07,2022,1,2022-01-23,2022-01-23,0,4702,50.09,235523.18,Cancelled,0.65,Y
PO000733,SUP0082,PRD0056,PLT005,2024-05-02,2024,5,2024-05-26,2024-05-26,0,139,508.39,70666.21,Delayed,4.25,Y
PO000734,SUP0080,PRD0003,PLT007,2021-10-27,2021,10,2021-11-16,2021-11-16,0,4364,1012.22,4417328.08,Delivered,1.26,Y
PO000735,SUP0093,PRD0059,PLT005,2023-10-25,2023,10,2023-10-28,2023-10-28,0,1070,348.99,373419.3,Delivered,3.69,Y
PO000736,SUP0107,PRD0021,PLT006,2024-02-02,2024,2,2024-03-17,2024-03-17,0,3040,1890.3,5746512.0,Delivered,4.46,Y
PO000737,SUP0100,PRD0050,PLT006,2022-04-19,2022,4,2022-04-27,2022-05-27,30,2092,561.64,1174950.88,Delivered,4.73,N
PO000738,SUP0100,PRD0034,PLT002,2023-02-28,2023,2,2023-03-08,2023-03-08,0,1584,1887.02,2989039.68,Cancelled,5.7,Y
PO000739,SUP0022,PRD0045,PLT007,2023-05-11,2023,5,2023-06-07,2023-06-20,13,4218,102.88,433947.84,Delivered,2.6,N
PO000740,SUP0003,PRD0047,PLT008,2022-10-28,2022,10,2022-12-06,2022-12-19,13,1565,1477.13,2311708.45,In Transit,0.94,N
PO000741,SUP0005,PRD0056,PLT003,2022-12-15,2022,12,2023-01-09,2023-01-09,0,3729,536.56,2000832.24,In Transit,6.98,Y
PO000742,SUP0021,PRD0035,PLT003,2024-08-10,2024,8,2024-09-06,2024-09-17,11,3021,548.15,1655961.15,Partial,2.57,N
PO000743,SUP0068,PRD0050,PLT007,2023-08-22,2023,8,2023-09-01,2023-08-27,-5,2332,541.31,1262334.92,Delivered,3.74,Y
PO000744,SUP0055,PRD0005,PLT006,2022-03-18,2022,3,2022-04-28,2022-04-28,0,3201,1628.22,5211932.22,Delivered,6.35,Y
PO000745,SUP0004,PRD0003,PLT005,2023-06-19,2023,6,2023-07-27,2023-07-27,0,3799,1933.55,7345556.45,In Transit,7.61,Y
PO000746,SUP0047,PRD0048,PLT004,2023-10-28,2023,10,2023-11-17,2023-11-22,5,4055,1012.89,4107268.95,Partial,5.97,N
PO000747,SUP0077,PRD0031,PLT007,2024-07-19,2024,7,2024-07-27,2024-07-27,0,4217,1446.49,6099848.33,Delivered,3.19,Y
PO000748,SUP0108,PRD0054,PLT006,2024-10-02,2024,10,2024-10-12,2024-10-21,9,992,1301.47,1291058.24,Cancelled,0.21,N
PO000749,SUP0120,PRD0057,PLT004,2022-12-23,2022,12,2023-01-31,2023-02-08,8,1934,429.37,830401.58,Delivered,6.25,N
PO000750,SUP0024,PRD0050,PLT006,2024-11-28,2024,11,2024-12-01,2024-12-01,0,2648,1174.69,3110579.12,Delivered,3.68,Y
PO000751,SUP0055,PRD0042,PLT002,2024-01-21,2024,1,2024-03-02,2024-03-16,14,2950,1710.69,5046535.5,Delivered,7.02,N
PO000752,SUP0004,PRD0017,PLT007,2022-08-04,2022,8,2022-09-11,2022-09-11,0,3854,1815.73,6997823.42,Delayed,7.79,Y
PO000753,SUP0111,PRD0032,PLT005,2023-08-05,2023,8,2023-09-15,2023-09-15,0,4134,1866.16,7714705.44,In Transit,4.58,Y
PO000754,SUP0088,PRD0052,PLT004,2022-07-26,2022,7,2022-08-05,2022-08-31,26,4666,472.99,2206971.34,Delivered,4.58,N
PO000755,SUP0015,PRD0051,PLT005,2023-01-11,2023,1,2023-02-21,2023-02-21,0,4778,1154.39,5515675.42,Delayed,2.03,Y
PO000756,SUP0079,PRD0047,PLT001,2022-04-16,2022,4,2022-05-09,2022-05-28,19,3688,125.14,461516.32,Delivered,6.17,N
PO000757,SUP0119,PRD0025,PLT004,2023-02-26,2023,2,2023-04-07,2023-04-07,0,1378,870.18,1199108.04,Delivered,7.88,Y
PO000758,SUP0018,PRD0050,PLT006,2023-11-24,2023,11,2023-12-13,2023-12-13,0,1355,776.85,1052631.75,Delivered,5.06,Y
PO000759,SUP0046,PRD0018,PLT004,2022-11-05,2022,11,2022-12-01,2022-12-01,0,1384,281.36,389402.24,Delivered,2.24,Y
PO000760,SUP0096,PRD0008,PLT002,2021-10-12,2021,10,2021-10-22,2021-10-22,0,3410,1327.08,4525342.8,Delayed,1.02,Y
PO000761,SUP0021,PRD0030,PLT005,2022-04-18,2022,4,2022-05-15,2022-05-31,16,2732,1174.06,3207531.92,Partial,3.9,N
PO000762,SUP0061,PRD0041,PLT008,2022-02-01,2022,2,2022-03-17,2022-04-08,22,4356,1684.91,7339467.96,In Transit,3.89,N
PO000763,SUP0024,PRD0057,PLT007,2022-07-05,2022,7,2022-07-08,2022-07-15,7,2448,1046.42,2561636.16,Delivered,7.11,N
PO000764,SUP0029,PRD0008,PLT001,2024-01-20,2024,1,2024-02-01,2024-03-01,29,1831,352.65,645702.15,Delivered,2.01,N
PO000765,SUP0097,PRD0013,PLT002,2023-08-18,2023,8,2023-09-15,2023-09-12,-3,3865,196.99,761366.35,Cancelled,2.79,Y
PO000766,SUP0092,PRD0030,PLT005,2021-05-03,2021,5,2021-05-24,2021-05-24,0,4745,766.82,3638560.9,Delivered,2.73,Y
PO000767,SUP0016,PRD0024,PLT003,2022-08-15,2022,8,2022-08-30,2022-09-06,7,3503,817.32,2863071.96,In Transit,0.02,N
PO000768,SUP0118,PRD0010,PLT008,2024-08-28,2024,8,2024-09-27,2024-09-27,0,4044,242.22,979537.68,In Transit,5.32,Y
PO000769,SUP0039,PRD0047,PLT006,2021-01-19,2021,1,2021-02-24,2021-02-24,0,3773,322.92,1218377.16,Delivered,7.04,Y
PO000770,SUP0060,PRD0057,PLT004,2021-04-11,2021,4,2021-04-26,2021-04-26,0,2549,1438.68,3667195.32,Delayed,6.91,Y
PO000771,SUP0101,PRD0007,PLT005,2024-08-17,2024,8,2024-09-28,2024-09-28,0,312,870.17,271493.04,Delayed,4.93,Y
PO000772,SUP0046,PRD0004,PLT008,2022-05-19,2022,5,2022-06-14,2022-06-14,0,2481,66.35,164614.35,Delivered,2.58,Y
PO000773,SUP0023,PRD0037,PLT002,2024-01-28,2024,1,2024-02-29,2024-02-29,0,2209,437.07,965487.63,Delivered,4.65,Y
PO000774,SUP0030,PRD0058,PLT005,2023-04-28,2023,4,2023-06-08,2023-06-08,0,4092,1723.0,7050516.0,Delivered,5.28,Y
PO000775,SUP0001,PRD0018,PLT006,2024-11-03,2024,11,2024-11-14,2024-12-13,29,3945,428.58,1690748.1,Partial,6.3,N
PO000776,SUP0010,PRD0055,PLT006,2021-12-14,2021,12,2021-12-31,2021-12-31,0,1455,1912.27,2782352.85,Delivered,7.81,Y
PO000777,SUP0061,PRD0018,PLT005,2021-08-27,2021,8,2021-10-10,2021-10-10,0,2770,1369.27,3792877.9,Delivered,7.3,Y
PO000778,SUP0021,PRD0003,PLT007,2023-11-22,2023,11,2023-12-19,2023-12-19,0,1055,303.01,319675.55,Delivered,7.21,Y
PO000779,SUP0095,PRD0027,PLT001,2022-12-11,2022,12,2023-01-21,2023-01-23,2,1386,623.69,864434.34,Delayed,0.59,N
PO000780,SUP0071,PRD0021,PLT003,2023-10-25,2023,10,2023-11-16,2023-11-16,0,3140,12.83,40286.2,In Transit,6.57,Y
PO000781,SUP0073,PRD0005,PLT008,2023-08-04,2023,8,2023-09-05,2023-09-05,0,3031,82.18,249087.58,Cancelled,2.71,Y
PO000782,SUP0064,PRD0051,PLT001,2024-09-17,2024,9,2024-09-29,2024-10-28,29,1066,450.25,479966.5,Delivered,4.93,N
PO000783,SUP0120,PRD0037,PLT007,2023-03-04,2023,3,2023-04-12,2023-04-12,0,376,1296.43,487457.68,In Transit,3.24,Y
PO000784,SUP0001,PRD0009,PLT007,2023-07-01,2023,7,2023-07-12,2023-07-12,0,815,93.76,76414.4,Delivered,7.95,Y
PO000785,SUP0106,PRD0050,PLT005,2024-06-25,2024,6,2024-07-17,2024-07-17,0,2613,1677.95,4384483.35,Partial,6.66,Y
PO000786,SUP0066,PRD0014,PLT004,2023-08-18,2023,8,2023-09-20,2023-09-20,0,3498,385.15,1347254.7,Delivered,1.52,Y
PO000787,SUP0063,PRD0017,PLT002,2024-09-22,2024,9,2024-11-02,2024-11-02,0,403,1326.37,534527.11,Delivered,4.94,Y
PO000788,SUP0066,PRD0052,PLT001,2021-08-11,2021,8,2021-09-13,2021-09-13,0,481,1129.57,543323.17,Partial,3.57,Y
PO000789,SUP0111,PRD0002,PLT001,2023-11-17,2023,11,2023-12-28,2024-01-12,15,4953,75.34,373159.02,Delayed,4.57,N
PO000790,SUP0033,PRD0049,PLT008,2021-12-03,2021,12,2022-01-14,2022-01-14,0,2225,1279.75,2847443.75,Cancelled,7.97,Y
PO000791,SUP0028,PRD0018,PLT003,2024-01-26,2024,1,2024-03-08,2024-03-08,0,3992,1541.32,6152949.44,Delivered,2.03,Y
PO000792,SUP0024,PRD0014,PLT008,2023-01-22,2023,1,2023-01-25,2023-01-25,0,2436,1410.0,3434760.0,Delivered,7.73,Y
PO000793,SUP0025,PRD0015,PLT001,2022-11-07,2022,11,2022-11-24,2022-11-24,0,3324,408.05,1356358.2,Delivered,0.77,Y
PO000794,SUP0095,PRD0028,PLT007,2021-09-21,2021,9,2021-11-01,2021-11-15,14,1339,377.62,505633.18,Delayed,0.74,N
PO000795,SUP0015,PRD0048,PLT008,2023-10-12,2023,10,2023-11-22,2023-11-22,0,1132,1372.58,1553760.56,Delivered,0.97,Y
PO000796,SUP0118,PRD0005,PLT005,2022-12-06,2022,12,2023-01-05,2023-01-05,0,4096,1310.89,5369405.44,In Transit,4.34,Y
PO000797,SUP0009,PRD0033,PLT003,2023-12-13,2023,12,2023-12-23,2023-12-23,0,555,1633.41,906542.55,Delivered,2.24,Y
PO000798,SUP0016,PRD0011,PLT002,2021-05-22,2021,5,2021-06-06,2021-06-18,12,2393,721.87,1727434.91,Delayed,6.3,N
PO000799,SUP0097,PRD0016,PLT005,2023-06-19,2023,6,2023-07-17,2023-08-12,26,4775,21.02,100370.5,Delayed,7.66,N
PO000800,SUP0017,PRD0009,PLT002,2023-03-07,2023,3,2023-04-11,2023-04-11,0,3370,1303.5,4392795.0,Delivered,5.81,Y
PO000801,SUP0097,PRD0003,PLT007,2021-06-03,2021,6,2021-07-01,2021-07-01,0,4393,195.96,860852.28,Partial,2.35,Y
PO000802,SUP0112,PRD0043,PLT002,2023-10-06,2023,10,2023-11-04,2023-11-04,0,4376,984.67,4308915.92,Partial,6.22,Y
PO000803,SUP0041,PRD0060,PLT003,2021-11-10,2021,11,2021-12-10,2021-12-10,0,3812,71.79,273663.48,Delayed,7.33,Y
PO000804,SUP0037,PRD0010,PLT004,2021-09-12,2021,9,2021-10-06,2021-10-06,0,2655,879.79,2335842.45,Delivered,2.15,Y
PO000805,SUP0074,PRD0014,PLT001,2023-11-24,2023,11,2023-12-05,2023-12-09,4,3361,753.87,2533757.07,Cancelled,4.12,N
PO000806,SUP0084,PRD0029,PLT002,2021-09-16,2021,9,2021-10-05,2021-10-05,0,402,779.23,313250.46,In Transit,0.66,Y
PO000807,SUP0011,PRD0060,PLT008,2024-06-16,2024,6,2024-07-10,2024-07-10,0,782,1489.39,1164702.98,Delivered,4.64,Y
PO000808,SUP0039,PRD0047,PLT008,2022-01-16,2022,1,2022-02-21,2022-02-21,0,2914,105.32,306902.48,Delivered,6.43,Y
PO000809,SUP0075,PRD0058,PLT005,2022-04-16,2022,4,2022-05-25,2022-05-25,0,2338,1932.46,4518091.48,Delivered,1.89,Y
PO000810,SUP0020,PRD0017,PLT006,2023-01-17,2023,1,2023-02-01,2023-02-01,0,4612,255.95,1180441.4,Cancelled,5.47,Y
PO000811,SUP0073,PRD0012,PLT002,2024-05-25,2024,5,2024-06-26,2024-06-26,0,3041,1702.14,5176207.74,Delivered,7.81,Y
PO000812,SUP0081,PRD0031,PLT005,2021-11-13,2021,11,2021-12-21,2021-12-21,0,1225,157.63,193096.75,Delivered,6.77,Y
PO000813,SUP0017,PRD0050,PLT008,2023-11-14,2023,11,2023-12-19,2023-12-19,0,4773,1559.04,7441297.92,In Transit,7.29,Y
PO000814,SUP0043,PRD0043,PLT005,2021-05-28,2021,5,2021-06-12,2021-06-13,1,526,840.73,442223.98,Cancelled,4.43,N
PO000815,SUP0052,PRD0058,PLT001,2024-06-06,2024,6,2024-07-21,2024-07-21,0,1188,1360.15,1615858.2,Delivered,3.06,Y
PO000816,SUP0080,PRD0004,PLT008,2023-07-19,2023,7,2023-08-08,2023-08-08,0,2287,704.77,1611808.99,Delivered,3.17,Y
PO000817,SUP0055,PRD0036,PLT008,2022-03-22,2022,3,2022-05-02,2022-05-03,1,3988,1050.31,4188636.28,Delivered,3.63,N
PO000818,SUP0013,PRD0015,PLT004,2024-01-08,2024,1,2024-01-31,2024-01-31,0,3415,863.67,2949433.05,In Transit,1.71,Y
PO000819,SUP0115,PRD0026,PLT001,2024-02-27,2024,2,2024-03-09,2024-03-06,-3,287,19.64,5636.68,Delayed,2.04,Y
PO000820,SUP0038,PRD0037,PLT005,2021-06-19,2021,6,2021-06-28,2021-06-28,0,1148,1729.08,1984983.84,Delayed,1.47,Y
PO000821,SUP0087,PRD0042,PLT001,2022-02-21,2022,2,2022-03-25,2022-03-25,0,3687,1536.23,5664080.01,Partial,1.26,Y
PO000822,SUP0068,PRD0002,PLT007,2024-02-15,2024,2,2024-02-25,2024-03-12,16,843,451.39,380521.77,In Transit,7.56,N
PO000823,SUP0039,PRD0005,PLT004,2023-07-06,2023,7,2023-08-11,2023-08-11,0,4062,1768.76,7184703.12,Delivered,6.53,Y
PO000824,SUP0105,PRD0018,PLT006,2024-12-07,2024,12,2025-01-17,2025-01-17,0,295,1554.51,458580.45,Delayed,5.97,Y
PO000825,SUP0087,PRD0040,PLT004,2024-10-13,2024,10,2024-11-14,2024-11-27,13,2924,956.01,2795373.24,Delivered,4.11,N
PO000826,SUP0022,PRD0007,PLT001,2022-05-13,2022,5,2022-06-09,2022-06-09,0,4473,557.99,2495889.27,Cancelled,7.78,Y
PO000827,SUP0109,PRD0016,PLT001,2022-12-17,2022,12,2023-01-22,2023-01-22,0,555,1799.33,998628.15,Partial,4.01,Y
PO000828,SUP0039,PRD0036,PLT001,2024-06-23,2024,6,2024-07-29,2024-07-29,0,266,948.53,252308.98,Delivered,5.18,Y
PO000829,SUP0015,PRD0049,PLT008,2024-04-08,2024,4,2024-05-19,2024-05-14,-5,1871,729.69,1365249.99,In Transit,5.33,Y
PO000830,SUP0119,PRD0051,PLT007,2024-12-24,2024,12,2025-02-02,2025-02-02,0,3334,922.55,3075781.7,In Transit,1.54,Y
PO000831,SUP0060,PRD0038,PLT008,2021-08-12,2021,8,2021-08-27,2021-08-27,0,1004,1837.82,1845171.28,Delivered,1.27,Y
PO000832,SUP0069,PRD0020,PLT005,2021-10-28,2021,10,2021-12-12,2022-01-07,26,235,1007.31,236717.85,Partial,0.89,N
PO000833,SUP0042,PRD0025,PLT005,2023-03-25,2023,3,2023-04-30,2023-04-30,0,1174,1423.59,1671294.66,Delivered,6.32,Y
PO000834,SUP0089,PRD0029,PLT008,2021-04-20,2021,4,2021-05-09,2021-05-09,0,2551,1320.95,3369743.45,Delivered,5.32,Y
PO000835,SUP0081,PRD0054,PLT001,2024-09-20,2024,9,2024-10-28,2024-11-26,29,404,1060.67,428510.68,Delivered,3.69,N
PO000836,SUP0060,PRD0007,PLT002,2022-01-21,2022,1,2022-02-05,2022-03-06,29,1299,1846.74,2398915.26,Delivered,4.42,N
PO000837,SUP0070,PRD0034,PLT004,2024-06-04,2024,6,2024-06-26,2024-07-22,26,3410,1931.56,6586619.6,Delivered,1.73,N
PO000838,SUP0088,PRD0013,PLT005,2021-10-24,2021,10,2021-11-03,2021-11-03,0,2477,1620.27,4013408.79,Delayed,0.68,Y
PO000839,SUP0059,PRD0045,PLT006,2022-12-19,2022,12,2022-12-27,2022-12-27,0,477,891.85,425412.45,Delayed,4.4,Y
